Market_Names,Date,NonComm_Long,NonComm_Short,Change_Long,Change_Short,Net_Position,Market_Type,Total,ReleaseDate
USOil,2023-08-01,363726,121867,13219.0,-3444.0,241859,Commodity,485593,2023-08-04
CHF,2023-08-01,7299,16046,-505.0,-189.0,-8747,Forex,23345,2023-08-04
SP500,2023-08-01,235390,424874,-2366.0,-37151.0,-189484,Indices,660264,2023-08-04
NZD,2023-08-01,15551,13965,2618.0,83.0,1586,Forex,29516,2023-08-04
USD,2023-08-01,18494,15379,-2764.0,175.0,3115,Forex,33873,2023-08-04
US30,2023-08-01,35719,34139,274.0,110.0,1580,Indices,69858,2023-08-04
GBP,2023-08-01,92175,42613,-13323.0,-3890.0,49562,Forex,134788,2023-08-04
NAS100,2023-08-01,69643,81048,3382.0,4115.0,-11405,Indices,150691,2023-08-04
US10,2023-08-01,469492,1114678,25585.0,47000.0,-645186,Bonds,1584170,2023-08-04
JPY,2023-08-01,26849,106065,-3509.0,-2045.0,-79216,Forex,132914,2023-08-04
SP500,2023-07-25,237756,462026,1992.0,-27694.0,-224270,Indices,699782,2023-07-28
CHF,2023-07-25,7804,16235,1032.0,-748.0,-8431,Forex,24039,2023-07-28
GBP,2023-07-25,105498,46503,-29771.0,-25037.0,58995,Forex,152001,2023-07-28
NAS100,2023-07-25,66261,76933,-8935.0,2936.0,-10672,Indices,143194,2023-07-28
US10,2023-07-25,443907,1067678,5340.0,-450.0,-623771,Bonds,1511585,2023-07-28
EUR,2023-07-25,250647,73417,-13867.0,-12265.0,177230,Forex,324064,2023-07-28
BTC,2023-07-25,11941,12586,95.0,-421.0,-645,Crypto,24527,2023-07-28
JPY,2023-07-25,30358,108110,582.0,-11905.0,-77752,Forex,138468,2023-07-28
USD,2023-07-25,21258,15204,-6152.0,-1139.0,6054,Forex,36462,2023-07-28
USOil,2023-07-25,350507,125311,-8834.0,-27931.0,225196,Commodity,475818,2023-07-28
AUD,2023-07-25,39108,90309,856.0,1656.0,-51201,Forex,129417,2023-07-28
CAD,2023-07-25,42759,37229,8882.0,3873.0,5530,Forex,79988,2023-07-28
US30,2023-07-25,35445,34029,5736.0,-2821.0,1416,Indices,69474,2023-07-28
NZD,2023-07-25,12933,13882,-260.0,-2937.0,-949,Forex,26815,2023-07-28
XAU,2023-07-25,248229,74590,-15511.0,4198.0,173639,Commodity,322819,2023-07-28
BTC,2023-07-18,11846,13007,-476.0,-1170.0,-1161,Crypto,24853,2023-07-21
SP500,2023-07-18,235764,489720,9571.0,62801.0,-253956,Indices,725484,2023-07-21
USD,2023-07-18,27410,16343,6669.0,7613.0,11067,Forex,43753,2023-07-21
US30,2023-07-18,29709,36850,6504.0,-4940.0,-7141,Indices,66559,2023-07-21
EUR,2023-07-18,264514,85682,40163.0,1493.0,178832,Forex,350196,2023-07-21
NZD,2023-07-18,13193,16819,-104.0,2271.0,-3626,Forex,30012,2023-07-21
GBP,2023-07-18,135269,71540,23602.0,17936.0,63729,Forex,206809,2023-07-21
USOil,2023-07-18,359341,153242,20044.0,-12622.0,206099,Commodity,512583,2023-07-21
CHF,2023-07-18,6772,16983,-645.0,1659.0,-10211,Forex,23755,2023-07-21
XAU,2023-07-18,263740,70392,23194.0,-4400.0,193348,Commodity,334132,2023-07-21
NAS100,2023-07-18,75196,73997,-426.0,9323.0,1199,Indices,149193,2023-07-21
US10,2023-07-18,438567,1068128,-79638.0,-85214.0,-629561,Bonds,1506695,2023-07-21
JPY,2023-07-18,29776,120015,-62.0,-27005.0,-90239,Forex,149791,2023-07-21
AUD,2023-07-18,38252,88653,-5409.0,-92.0,-50401,Forex,126905,2023-07-21
CAD,2023-07-18,33877,33356,-1195.0,2728.0,521,Forex,67233,2023-07-21
NZD,2023-07-11,13297,14548,127.0,2208.0,-1251,Forex,27845,2023-07-14
NAS100,2023-07-11,75622,64674,4915.0,-575.0,10948,Indices,140296,2023-07-14
US10,2023-07-11,518205,1153342,83749.0,-61792.0,-635137,Bonds,1671547,2023-07-14
JPY,2023-07-11,29838,147020,-11875.0,-12613.0,-117182,Forex,176858,2023-07-14
USD,2023-07-11,20741,8730,474.0,2780.0,12011,Forex,29471,2023-07-14
SP500,2023-07-11,226193,426919,1527.0,1310.0,-200726,Indices,653112,2023-07-14
US30,2023-07-11,23205,41790,-1028.0,4475.0,-18585,Indices,64995,2023-07-14
CHF,2023-07-11,7417,15324,-3217.0,1286.0,-7907,Forex,22741,2023-07-14
GBP,2023-07-11,111667,53604,15206.0,7408.0,58063,Forex,165271,2023-07-14
CAD,2023-07-11,35072,30628,-9106.0,-9023.0,4444,Forex,65700,2023-07-14
USOil,2023-07-11,339297,165864,22299.0,-9705.0,173433,Commodity,505161,2023-07-14
XAU,2023-07-11,240546,74792,5465.0,2808.0,165754,Commodity,315338,2023-07-14
EUR,2023-07-11,224351,84189,3079.0,5754.0,140162,Forex,308540,2023-07-14
AUD,2023-07-11,43661,88745,-6509.0,-6007.0,-45084,Forex,132406,2023-07-14
BTC,2023-07-11,12322,14177,-532.0,-753.0,-1855,Crypto,26499,2023-07-14
USD,2023-07-03,20267,5950,-998.0,-347.0,14317,Forex,26217,2023-07-06
BTC,2023-07-03,12854,14930,-149.0,-167.0,-2076,Crypto,27784,2023-07-06
GBP,2023-07-03,96461,46196,-7921.0,-6192.0,50265,Forex,142657,2023-07-06
NZD,2023-07-03,13170,12340,-37.0,-1698.0,830,Forex,25510,2023-07-06
CAD,2023-07-03,44178,39651,-6129.0,-13503.0,4527,Forex,83829,2023-07-06
SP500,2023-07-03,224667,425609,861.0,-3220.0,-200942,Indices,650276,2023-07-06
EUR,2023-07-03,221272,78435,-2705.0,-514.0,142837,Forex,299707,2023-07-06
XAU,2023-07-03,235081,71984,14200.0,3013.0,163097,Commodity,307065,2023-07-06
NAS100,2023-07-03,70707,65249,-10412.0,1372.0,5458,Indices,135956,2023-07-06
US30,2023-07-03,24233,37315,3194.0,-2646.0,-13082,Indices,61548,2023-07-06
US10,2023-07-03,434456,1215134,21463.0,1142.0,-780678,Bonds,1649590,2023-07-06
CHF,2023-07-03,10634,14038,4007.0,2465.0,-3404,Forex,24672,2023-07-06
JPY,2023-07-03,41713,159633,3695.0,8745.0,-117920,Forex,201346,2023-07-06
USOil,2023-07-03,316998,175569,-21080.0,-24121.0,141429,Commodity,492567,2023-07-06
AUD,2023-07-03,50170,94752,4945.0,10103.0,-44582,Forex,144922,2023-07-06
NAS100,2023-06-27,81119,63877,9163.0,7914.0,17242,Indices,144996,2023-06-30
NZD,2023-06-27,13207,14038,2340.0,512.0,-831,Forex,27245,2023-06-30
JPY,2023-06-27,38018,150888,5774.0,10988.0,-112870,Forex,188906,2023-06-30
GBP,2023-06-27,104382,52388,2815.0,-2571.0,51994,Forex,156770,2023-06-30
BTC,2023-06-27,13003,15097,1071.0,3562.0,-2094,Crypto,28100,2023-06-30
CAD,2023-06-27,50307,53154,22120.0,-8576.0,-2847,Forex,103461,2023-06-30
EUR,2023-06-27,223977,78949,-5422.0,-5801.0,145028,Forex,302926,2023-06-30
US10,2023-06-27,412993,1213992,-12972.0,38030.0,-800999,Bonds,1626985,2023-06-30
XAU,2023-06-27,220881,68971,-8427.0,2638.0,151910,Commodity,289852,2023-06-30
US30,2023-06-27,21039,39961,1704.0,4767.0,-18922,Indices,61000,2023-06-30
USOil,2023-06-27,338078,199690,-2996.0,25093.0,138388,Commodity,537768,2023-06-30
USD,2023-06-27,21265,6297,293.0,186.0,14968,Forex,27562,2023-06-30
CHF,2023-06-27,6627,11573,-1695.0,-1600.0,-4946,Forex,18200,2023-06-30
AUD,2023-06-27,45225,84649,-518.0,-10710.0,-39424,Forex,129874,2023-06-30
SP500,2023-06-27,223806,428829,12615.0,-21009.0,-205023,Indices,652635,2023-06-30
USOil,2023-06-20,341074,174597,-12486.0,-23889.0,166477,Commodity,515671,2023-06-23
GBP,2023-06-20,101567,54959,25184.0,-14689.0,46608,Forex,156526,2023-06-23
CAD,2023-06-20,28187,61730,12651.0,9526.0,-33543,Forex,89917,2023-06-23
US30,2023-06-20,19335,35194,269.0,548.0,-15859,Indices,54529,2023-06-23
JPY,2023-06-20,32244,139900,-4844.0,-1164.0,-107656,Forex,172144,2023-06-23
NZD,2023-06-20,10867,13526,-5076.0,-3248.0,-2659,Forex,24393,2023-06-23
EUR,2023-06-20,229399,84750,3261.0,10434.0,144649,Forex,314149,2023-06-23
CHF,2023-06-20,8322,13173,-64.0,-256.0,-4851,Forex,21495,2023-06-23
NAS100,2023-06-20,71956,55963,-20030.0,-20343.0,15993,Indices,127919,2023-06-23
SP500,2023-06-20,211190,449838,-36622.0,-103650.0,-238648,Indices,661028,2023-06-23
USD,2023-06-20,20972,6111,-1444.0,-2307.0,14861,Forex,27083,2023-06-23
XAU,2023-06-20,229308,66333,1991.0,-775.0,162975,Commodity,295641,2023-06-23
US10,2023-06-20,425965,1175962,-11437.0,46707.0,-749997,Bonds,1601927,2023-06-23
AUD,2023-06-20,45743,95359,6985.0,-5144.0,-49616,Forex,141102,2023-06-23
BTC,2023-06-20,11932,11535,1846.0,2192.0,397,Crypto,23467,2023-06-23
USOil,2023-06-13,353560,198486,14242.0,31610.0,155074,Commodity,552046,2023-06-16
US10,2023-06-13,437402,1129255,26625.0,-35223.0,-691853,Bonds,1566657,2023-06-16
US30,2023-06-13,19066,34646,-804.0,-7976.0,-15580,Indices,53712,2023-06-16
CAD,2023-06-13,15536,52204,-6173.0,-7834.0,-36668,Forex,67740,2023-06-16
XAU,2023-06-13,227317,67108,-10150.0,5282.0,160209,Commodity,294425,2023-06-16
BTC,2023-06-13,10086,9343,-20.0,6.0,743,Crypto,19429,2023-06-16
USD,2023-06-13,22416,8418,-2375.0,-4154.0,13998,Forex,30834,2023-06-16
GBP,2023-06-13,76383,69648,11320.0,17069.0,6735,Forex,146031,2023-06-16
NZD,2023-06-13,15943,16774,-166.0,-38.0,-831,Forex,32717,2023-06-16
EUR,2023-06-13,226138,74316,-9922.0,-3323.0,151822,Forex,300454,2023-06-16
AUD,2023-06-13,38758,100503,-15743.0,-10466.0,-61745,Forex,139261,2023-06-16
SP500,2023-06-13,247813,553488,1703.0,-18268.0,-305675,Indices,801301,2023-06-16
JPY,2023-06-13,37088,141064,2937.0,2096.0,-103976,Forex,178152,2023-06-16
NAS100,2023-06-13,91986,76306,112.0,-6720.0,15680,Indices,168292,2023-06-16
CHF,2023-06-13,8386,13429,-3193.0,536.0,-5043,Forex,21815,2023-06-16
GBP,2023-06-06,65063,52579,-5257.0,-4506.0,12484,Forex,117642,2023-06-09
NAS100,2023-06-06,91874,83026,4630.0,4294.0,8848,Indices,174900,2023-06-09
US10,2023-06-06,410777,1164478,-1729.0,-98449.0,-753701,Bonds,1575255,2023-06-09
SP500,2023-06-06,246110,571756,67858.0,-24287.0,-325646,Indices,817866,2023-06-09
USOil,2023-06-06,339318,166876,17233.0,7382.0,172442,Commodity,506194,2023-06-09
BTC,2023-06-06,10106,9337,1066.0,484.0,769,Crypto,19443,2023-06-09
US30,2023-06-06,19870,42622,-1214.0,-40.0,-22752,Indices,62492,2023-06-09
XAU,2023-06-06,237467,61826,161.0,-6164.0,175641,Commodity,299293,2023-06-09
NZD,2023-06-06,16109,16812,28.0,601.0,-703,Forex,32921,2023-06-09
CAD,2023-06-06,21709,60038,-15910.0,-7495.0,-38329,Forex,81747,2023-06-09
EUR,2023-06-06,236060,77639,-5757.0,1547.0,158421,Forex,313699,2023-06-09
CHF,2023-06-06,11579,12893,3097.0,3976.0,-1314,Forex,24472,2023-06-09
USD,2023-06-06,24791,12572,864.0,1413.0,12219,Forex,37363,2023-06-09
JPY,2023-06-06,34151,138968,-6585.0,2039.0,-104817,Forex,173119,2023-06-09
AUD,2023-06-06,54501,110969,-14468.0,-2126.0,-56468,Forex,165470,2023-06-09
